"bmx","WT","resp","ID","x","y","PRED","vachette.cov1","dosenr"
0.00001,70,0.0000999990000099999,1,0.00001,0.0000999990000099999,0.0000999990000099999,70,1
0.00001,30,0.00000999999000001,1,0.00001,0.00000999999000001,0.00000999999000001,30,1
0.0000125892541179417,70,0.000125890956306177,1,0.0000125892541179417,0.000125890956306177,0.000125890956306177,70,1
0.0000125892541179417,30,0.0000125892382690297,1,0.0000125892541179417,0.0000125892382690297,0.0000125892382690297,30,1
0.0000158489319246111,70,0.00015848680739949,1,0.0000158489319246111,0.00015848680739949,0.00015848680739949,70,1
0.0000158489319246111,30,0.0000158489068057866,1,0.0000158489319246111,0.0000158489068057866,0.0000158489068057866,30,1
0.0000199526231496888,70,0.000199522250504614,1,0.0000199526231496888,0.000199522250504614,0.000199522250504614,70,1
0.0000199526231496888,30,0.0000199525833390512,1,0.0000199526231496888,0.0000199525833390512,0.0000199525833390512,30,1
0.0000251188643150958,70,0.000251182333735999,1,0.0000251188643150958,0.000251182333735999,0.000251182333735999,70,1
0.0000251188643150958,30,0.0000251188012195199,1,0.0000251188643150958,0.0000251188012195199,0.0000251188012195199,30,1
0.0000316227766016838,70,0.000316217766333056,1,0.0000316227766016838,0.000316217766333056,0.000316217766333056,70,1
0.0000316227766016838,30,0.000031622676602,1,0.0000316227766016838,0.000031622676602,0.000031622676602,30,1
0.0000398107170553497,70,0.000398091322252505,1,0.0000398107170553497,0.000398091322252505,0.000398091322252505,70,1
0.0000398107170553497,30,0.0000398105585666614,1,0.0000398107170553497,0.0000398105585666614,0.0000398105585666614,30,1
0.0000501187233627273,70,0.00050116211602182,1,0.0000501187233627273,0.00050116211602182,0.00050116211602182,70,1
0.0000501187233627273,30,0.000050118472175343,1,0.0000501187233627273,0.000050118472175343,0.000050118472175343,30,1
0.0000630957344480193,70,0.000630917536274866,1,0.0000630957344480193,0.000630917536274866,0.000630917536274866,70,1
0.0000630957344480193,30,0.0000630953363433606,1,0.0000630957344480193,0.0000630953363433606,0.0000630953363433606,30,1
0.0000794328234724282,70,0.000794265144001309,1,0.0000794328234724282,0.000794265144001309,0.000794265144001309,70,1
0.0000794328234724282,30,0.0000794321925200956,1,0.0000794328234724282,0.0000794321925200956,0.0000794321925200956,30,1
0.0001,70,0.000999900009999,1,0.0001,0.000999900009999,0.000999900009999,70,1
0.0001,30,0.0000999990000099999,1,0.0001,0.0000999990000099999,0.0000999990000099999,30,1
0.000125892541179417,70,0.00125876694242503,1,0.000125892541179417,0.00125876694242503,0.00125876694242503,70,1
0.000125892541179417,30,0.000125890956306177,1,0.000125892541179417,0.000125890956306177,0.000125890956306177,30,1
0.000158489319246111,70,0.00158464204362237,1,0.000158489319246111,0.00158464204362237,0.00158464204362237,70,1
0.000158489319246111,30,0.00015848680739949,1,0.000158489319246111,0.00015848680739949,0.00015848680739949,30,1
0.000199526231496888,70,0.0019948642872153,1,0.000199526231496888,0.0019948642872153,0.0019948642872153,70,1
0.000199526231496888,30,0.000199522250504614,1,0.000199526231496888,0.000199522250504614,0.000199522250504614,30,1
